sex,age,field,language,education,paranormal,toss.K,toss.RT,grid.K,grid.RT,guess.K,guess.RT,roll.K,roll.RT,spot.K,spot.RT,K,toss,guess,roll,spot,grid,RT
male,30.14246575,science,french,7,0,-0.693076878,9.8,-3.040965737,19,-9.982032341,10.8,-11.37692329,3,-15.15284495,9.1,-8.049168641,1.11111E+11,3333333333,5555555555,5555555555,0,51.7
male,39.48493151,other,french,6,0,-1.417663558,27.4,1.773448729,20.4,0.396016563,35.4,-0.471434364,21,0.890643786,19,0.234202231,1.111E+11,2245324225,6556466131,7618575846,1101011,123.2
male,31.23561644,science,french,6,0,2.40566637,9,0.35618483,16.8,1.327559925,13.7,1.599792908,6.5,1.990685277,7.4,1.535977862,1011000111,5234351213,1425362213,5684326175,11010101,53.4
male,25.06027397,science,french,6,0,1.060495216,6.9,-3.040965737,7.4,1.043900454,10.2,1.019317338,4.9,1.147103933,6.2,0.245970241,1011101001,2453312334,2445362245,5436258874,0,35.6
female,37.85753425,0,spanish,3,5,0.891969241,23.3,-0.265943141,6.7,1.523786971,31.8,1.153008935,9.9,0.614847289,11.4,0.783533859,110001101,5134112345,5523641123,5139887443,101001101,83.1
male,40.47945205,science,french,6,0,0.345809681,17.5,-0.984117278,7.7,0.822730362,26.3,-3.186235377,17.1,-0.899873703,17,-0.780337263,1.11011E+11,1121432215,6656266665,6259666287,111111001,85.6
male,37.3260274,science,french,6,0,0.201293726,16.2,1.821416993,14,0.486616856,10.5,1.028136817,8.9,1.447560402,18.5,0.997004959,11100110110,3425412323,2545312536,8569148255,1100011,68.1
male,18.78356164,0,english,3,2,-4.415494561,14.6,0.189437849,13.1,0.623758243,19.2,1.851188679,9.1,2.054701956,8.4,0.060718433,0,3321455523,1654235165,5876934127,110011101,64.4
female,29.0109589,science,french,7,1,0.389487119,14.5,0.35618483,7,1.342863261,25.2,1.150591809,17.3,1.325212207,12.3,0.912867845,1000111011,3412235543,2236461453,4359642576,110010101,76.3
female,34.30684932,other,french,4,0,-0.280558632,36.9,0.089538752,9.5,2.261006722,18.2,1.819607204,13.8,0.970753841,14,0.972069577,10010011010,3245213425,2566143521,5562748955,101001,92.4
male,34.55890411,science,french,6,1,0.665394272,9.4,0.32143388,6.4,2.363735851,10.3,1.059452133,5.6,0.659374308,8.6,1.013878089,10011001011,4213552431,2566542314,8533296411,10111010,40.3
male,68.51780822,science,french,4,0,-0.273308918,10.2,1.269405268,24.3,1.764044828,8.7,0.879330534,7,1.000945445,8.9,0.928083431,101101100,3452122435,5625435623,8534755682,10000101,59.1
male,39.61643836,science,french,6,1,1.19276816,13.9,1.336502127,5.3,0.884257683,12.3,1.077667725,11.8,1.351346642,9.9,1.168508467,11000101110,3433524113,5324414651,4228719536,1011101,53.2
male,71.96986301,0,french,0,0,-2.429624051,38.4,-3.040965737,19,1.393835366,15.1,1.372660604,13.6,1.433871833,10.8,-0.254044397,11011111111,3421534251,5164136531,5892159763,0,96.9
male,19.86575342,science,french,5,0,-1.264208577,16.8,1.821416993,25,0.639641753,18.9,1.668114088,29.5,0.255085285,11.4,0.624009908,1.0101E+11,2314523145,5322412536,6785542256,10011101,101.6
male,29.20273973,science,french,7,1,-1.279037779,8.4,0.35618483,6.6,2.151460252,11.7,0.494447477,11,1.357690376,10.5,0.616149031,11010001010,2315443215,2456613132,5417366589,11010101,48.2
male,23.29863014,science,french,6,0,0.345809681,22.7,-1.126483048,17.1,1.275327598,23.7,2.029865597,10.9,0.803563206,8.2,0.665616607,1.11011E+11,4352112134,2635112436,5263697588,101111110,82.6
male,54.03835616,science,french,4,0,-0.043087657,5,0.723053306,14.2,0.488655734,9.4,0.790765159,7.5,-15.15284495,6.5,-2.638691683,1111100,3344121234,5244136556,5555555555,100111,42.6
male,42.79726027,science,french,6,0,1.701194572,15.1,-0.265943141,10.3,-1.723687584,12.3,-0.716289987,9.9,-0.134992728,9,-0.227943774,11100111100,2334451111,1234566655,5548754685,101001101,56.6
female,34,humanities,german,6,0,0.404517268,9.7,1.773448729,9.3,1.260768763,12.2,0.993188955,15.1,-0.669511274,8.9,0.752482488,1.1101E+11,3425112233,5336625432,5215259437,110101,55.2
male,25.90136986,science,french,7,0,0.317797423,15.4,0.35618483,27.5,1.043900454,16.3,1.421660564,9.6,1.902781659,15.2,1.008464986,11001010111,3123524152,5362541426,5612849532,110001010,84
male,61.04109589,science,french,5,0,0.517184144,8.1,-0.984117278,14.3,1.692341555,11.9,1.230098458,8.6,1.03005807,9.7,0.69711299,11000101101,3521435124,2465235516,5624875661,1001,52.6
male,34.68219178,science,french,7,3,0.345809681,14.1,0.35618483,18,-8.169085689,17.6,0.655750151,18,-5.227092696,12.4,-2.407686745,1.11011E+11,5455555555,1563564221,5555585746,10100011,80.1
male,35.26027397,science,french,6,0,-0.301972727,15.8,0.35618483,22.4,0.065004607,24.2,0.709252278,28.2,1.477547885,15.7,0.461203375,11100100100,4255223113,5312141525,8129642763,101010011,106.3
male,42.51506849,science,french,5,0,1.266754339,31.7,0.35618483,22.7,0.300441253,23.2,0.313663423,16.7,0.15143461,15.3,0.477695691,1110100001,2335243354,2654653611,6935688438,110010101,109.6
female,58.20821918,humanities,french,6,0,-1.411310723,23.4,-0.596190895,17.8,-9.982032341,17.4,-0.611902984,18.2,-15.15284495,12.4,-5.55085638,110000000,2222222222,2524246641,8888888888,11001110,89.2
male,30.10684932,science,french,7,0,0.665394272,9,1.773448729,9.3,0.817510669,17.1,0.08792641,9.8,1.242359744,11.1,0.917327965,1011000010,3431225412,5446125333,5883249638,11101001,56.3
male,48.21917808,other,french,4,0,0.588321834,14.1,-3.040965737,10.8,0.562033833,25.4,1.859197166,10.2,-14.07232956,7.2,-2.820748492,10110100111,4233543414,5214236215,5555555552,0,67.7
male,40.15890411,science,french,6,0,0.500223415,10.3,-3.040965737,12,1.271673107,14.7,0.627259633,10.9,0.631628217,6.5,-0.002036273,11100100110,2432155224,1542666132,7568643687,0,54.4
female,28.2630137,other,french,6,3,0.108783204,35.5,-0.596190895,11.5,1.489032034,28.9,0.766723225,25.8,2.054701956,16,0.764609905,1.00011E+11,4253412544,3566145335,5264781936,11101100,117.7
female,25.12876712,other,english,5,1,0.131057385,9.2,0.35618483,24.8,1.633781065,21.1,1.235221527,18.1,1.57235803,11,0.985720567,101011110,2451341543,5264156365,5217629518,11010101,84.2
female,42.37534247,other,french,6,0,0.225944088,28.9,0.35618483,12.3,0.617007958,11.8,2.123737643,12.5,-15.15284495,6.8,-2.365994087,1.00111E+11,3514353413,5413624153,8888888888,1101010,72.3
female,32.76164384,other,french,6,1,-0.693076878,24.4,1.773448729,20.9,0.884257683,16.4,0.604226498,15.1,2.141168,7.5,0.942004806,1.11111E+11,4352154354,5463543614,4368197264,11101001,84.3
female,31.02465753,science,french,7,0,0.304103338,10.7,0.285179156,13.9,0.977755599,20.7,1.560352362,8.7,1.414101655,9.2,0.908298422,1010010110,2412315343,5541632542,5745238695,1000101,63.2
male,8.42739726,0,french,1,2,-1.264208577,92.9,-1.298379402,42.4,2.230912082,48.7,1.469407349,36.1,1.532919733,22.9,0.534130237,1.0101E+11,3452312543,2345132524,4586278596,11101110,243
female,20.25753425,science,french,4,1,1.060495216,13.5,0.35618483,11.2,1.648184187,16.2,0.648993905,8.8,1.557967299,9.1,1.054365088,1011101001,4314254331,1626533465,5143528769,10001110,58.8
male,49.00821918,science,french,7,0,0.727732527,8,-0.142574845,9.4,1.286350953,9.9,1.433444761,6.8,2.141168,9.8,1.089224279,11110010000,3422455341,5231452623,8647239658,110110001,43.9
male,43.69315068,science,french,4,3,-4.415494561,46.5,-3.040965737,22.4,-0.491907081,34.5,1.710774755,43.4,1.390732856,55.3,-0.969371953,0,5134514555,4352616452,7763149782,0,202.1
male,6.320547945,0,french,0,2,-0.693076878,61.6,-0.048061521,42.5,2.201475302,59.4,1.998449417,79.2,-0.05280695,51.7,0.681195874,1.11111E+11,5432113452,6543212635,5859887651,111,294.4
male,48.46849315,humanities,french,4,1,-0.693076878,13,1.821416993,11.2,-9.982032341,15.3,1.544242669,12.1,1.902781659,9.7,-1.08133358,1.11111E+11,2222222222,5314523361,5368147528,100001110,61.3
male,47.87123288,other,french,5,4,-0.693076878,19.4,-3.040965737,13.9,-1.601478477,25.4,1.245524516,9.1,1.464982349,9.5,-0.525002845,1.11111E+11,3345211112,1563352145,8624139877,0,77.3
female,38.6739726,other,french,6,NA,-0.580153207,27.3,0.35618483,30.9,1.081397422,36,0.911504499,49.4,-15.15284495,23.5,-2.676782282,10010100010,1341254325,5521413662,6666666666,11100010,167.1
male,32.02191781,science,french,6,0,0.290609175,8.1,-0.688451355,13.9,0.566350116,13.6,-0.564050742,10.1,0.826947404,12.6,0.08628092,110110101,5155241215,1656552343,4824516172,1110,58.3
male,27.70410959,science,french,6,0,0.665394272,5.2,1.821416993,10.9,0.291598942,12.5,0.993188955,7.2,2.072312735,8.7,1.16878238,101101000,4311154323,3452165545,5632197468,100011110,44.5
male,40.25753425,science,french,5,0,0.606995879,27.8,0.35618483,19,1.697338515,41.6,0.413877469,37.3,1.28954917,17.9,0.872789173,11011110011,4135542345,6323415565,9562648529,1110101,143.6
female,19.45205479,science,french,4,3,0.290609175,4.7,-0.47314368,2.2,-0.178287627,5.1,-1.557181103,4.4,2.171391676,6.2,0.050677688,1110100100,3232453441,5252564113,8562341785,11001111,22.6
male,43.64931507,humanities,french,5,0,0.108783204,11.4,-3.040965737,29.1,0.229592534,16.3,1.143365485,13.6,0.666741953,12.9,-0.178496512,1.00011E+11,3411121433,5166345112,5447196865,0,83.3
female,39.43287671,science,french,7,3,-0.014644373,7.9,1.269405268,15.9,1.397837387,30.2,-0.582971711,8.1,0.549641387,11.3,0.523853592,11011111011,4234513423,2613165666,8625958563,100001100,73.4
female,30.00547945,science,german,6,2,-0.420979762,24.8,1.773448729,14.2,-0.013127581,42.5,1.606476245,20.6,1.150957943,12.6,0.819355115,1.1111E+11,5453221521,2414562354,5963864755,101011000,114.7
female,39.81643836,humanities,french,4,5,-0.369969093,29.9,1.336502127,9.8,-8.169085689,14.9,0.578360829,24.3,0.819784998,6.9,-1.160881366,1.11001E+11,5455555555,4545623154,6582676853,111010100,85.8
male,41.70684932,science,french,7,1,0.108783204,6.8,-3.040965737,6.7,-9.982032341,65.2,1.469407349,10.2,-7.238689615,6.3,-3.736699428,11010010110,2222222222,6421532652,8888885426,0,95.2
female,28.86575342,other,french,6,0,0.331697441,22.4,-0.956960541,9.3,0.977755599,23.4,1.032567577,23.3,0.53311361,21.1,0.383634737,1001110110,3212353411,5131436612,5542647584,11100111,99.5
female,40.53424658,other,french,5,1,-0.693076878,19.5,0.35618483,13.5,1.335189856,20.7,1.630123626,18.7,2.141168,12.6,0.953917887,10111000,4542315452,3525613462,6284971386,11010101,85
female,43.45479452,humanities,french,4,0,2.716679025,31.9,-0.179909136,41.4,1.455151528,46.2,1.384035956,74.8,1.351346642,17.8,1.345460803,1011100011,4332142345,3546134153,2593746118,100110011,212.1
female,40.87123288,science,french,6,0,1.19276816,11.7,1.773448729,8.7,-0.466046866,12.4,-0.454745865,9.1,1.454312297,6.3,0.699947291,1110011101,2343355543,1522254423,8622594178,10100111,48.2
male,36.92328767,science,french,7,0,-0.5696493,11.7,0.145914825,22.1,1.401851336,27.3,1.800226183,23.1,1.319253134,16.2,0.819519236,1001110111,2442154321,5263516423,5278961147,110001101,100.4
male,42.05479452,other,french,4,3,0.142399046,13.5,-1.298379402,15.2,1.845357998,17.6,0.308375094,8.3,1.885529545,11.5,0.576656456,111010101,3425413452,2364231321,5214962345,110101011,66.1
male,31.65205479,science,french,6,0,-0.715901094,16.7,0.781777371,12,0.923133592,15.1,1.773537787,9.4,1.480073293,8.3,0.84852419,100000101,3432353124,5235416234,7542568931,100101,61.5
female,50.60547945,science,french,6,0,0.771756741,13.9,0.35618483,20,-2.470300603,22.1,0.449923787,24.3,1.627587136,13.7,0.147030378,101100111,1111234555,5226563234,5687245932,110010101,94
male,27.17260274,science,french,6,0,0.817983063,9.2,-0.490516869,23.1,1.139676282,85.5,1.295531744,13.5,1.548104941,13.9,0.862155832,1101001,1334241251,5234142612,5341576934,10110100,145.2
female,46.18630137,other,french,4,0,0.345809681,23.4,0.189437849,15.1,0.974824849,15.7,-0.791997352,11.8,0.876513959,18.9,0.318917797,1.11011E+11,4235234512,3562563256,5646248913,10001100,84.9
male,38.09863014,science,french,5,0,1.701194572,16.5,0.20659518,8.3,0.835868798,23.6,0.33771245,16.9,0.673227983,8.5,0.750919797,111101000,5434245133,3365144654,6558993241,101001100,73.8
male,27.49589041,other,french,4,4,1.030186475,22.4,1.336502127,19.7,1.573088549,13.3,0.725177856,11.2,1.626197526,11.9,1.258230507,11101001101,2411353422,4252531542,7426539518,100110101,78.5
male,33.90136986,science,french,6,0,-0.79783041,23.8,0.189437849,12.6,-9.982032341,24.2,0.772234661,19.4,1.525382689,18.3,-1.658561511,1.1011E+11,5555555555,2565142451,4681347685,11110101,98.3
male,22.61917808,other,french,6,0,1.482692438,19.3,1.226951829,4.1,0.231276936,15.1,1.219908483,14.6,1.298762704,10.5,1.091918478,11100001101,5214514244,5245561354,5739584651,110101110,63.6
female,33.84931507,humanities,french,5,2,-0.336596018,30.8,1.218460494,17.9,1.257153515,18.6,2.355640486,14.9,-15.15284495,12,-2.131637296,100101110,3254132423,2534162543,2222222222,100110100,94.2
female,32.7260274,science,french,6,2,-0.189567147,8.4,0.145914825,16.1,0.039915066,20.6,1.67865744,6.5,2.244683152,9.7,0.783920667,1.10111E+11,3122545442,5236541245,4658237914,11100101,61.3
female,49.8630137,other,french,4,0,1.390181916,16.6,-3.040965737,10.6,1.532617685,21,1.534665498,14.5,1.529146619,14.4,0.589129196,1100111001,3435231245,5123621143,4258162549,0,77.1
male,24.69863014,science,french,7,0,-1.283928445,22.8,1.036960055,27.2,1.657872568,36.3,0.532669098,31.5,0.981803241,11.6,0.585075303,1.101E+11,1332412534,5413412642,5625715839,101010001,129.4
male,27.28767123,science,french,6,0,0.771756741,11.6,-0.252960072,13.3,0.621504387,12.5,0.22638245,13.3,-0.032668277,11.8,0.266803046,101100110,5451443155,5523215621,5211752658,101010111,62.5
female,24.15616438,science,french,7,0,1.19276816,26.6,1.821416993,24,0.243127111,52,1.075377712,34.3,0.738412782,33.2,1.014220552,11000101110,4354323135,2432152466,6857291522,11100001,170.1
male,30.75068493,other,french,6,0,-1.264208577,32.9,-3.040965737,12.5,1.031629945,21.4,0.425311157,23.6,0.042061077,10.7,-0.561234427,1.0101E+11,2145342221,6455461322,4445236971,0,101.1
male,32.93424658,0,french,3,0,0.771756741,19.1,1.036960055,22.1,-4.929283064,11.9,0.554540198,14.6,1.271285184,11.4,-0.258948177,110011100,5453555555,2454431165,9526814452,100010101,79.1
female,37.95068493,science,french,5,3,-2.429624051,7.2,1.821416993,18.3,0.542779952,22.7,1.287515578,13.1,1.40926542,10.9,0.526270779,1.001E+11,2431435233,2532462541,5298127431,10011101,72.2
male,32.43287671,science,french,7,2,2.075979669,15.6,0.35618483,25.6,1.442662916,22,0.885306839,9,0.408715357,12.9,1.033769922,111010011,2413215344,2142316525,5287543565,10101001,85.1
male,33.48493151,other,french,6,3,0.360140724,9.9,1.036960055,6.8,1.450975776,15.1,0.819031299,5.6,-15.15284495,6.9,-2.29714742,10110110001,4221345421,1524243265,3333333333,101010001,44.3
male,35.1369863,humanities,french,6,1,1.435280313,12.1,0.145914825,11.2,0.434661368,19.4,1.364189617,14.9,0.674228253,13.9,0.810854875,1011000011,1131423124,5126133152,5348524779,11100101,71.5
male,30.52054795,other,french,4,0,1.060495216,16.7,0.20659518,19.6,-2.944628702,29.6,0.707493952,10,2.244683152,9.9,0.25492776,1011101001,1454545544,2462514351,4756389214,100111010,85.8
female,51.89315068,humanities,german,4,0,0.374697463,34.7,0.20659518,8.4,1.717513859,21.5,2.01182686,7.5,1.24911721,10.8,1.111950114,1011100100,4223154523,4255136452,7545238419,101001100,82.9
male,28.2,humanities,french,4,1,0.626054983,8.1,0.35618483,10.3,0.585946438,16.2,1.534665498,18.4,-0.241238152,14.1,0.572322719,1010011101,2231543315,5226434521,5552496514,1110101,67.1
female,56.37260274,science,french,7,5,0.345809681,13.4,0.145914825,13.4,0.111995363,54.9,0.845940579,32.3,0.123153061,20.7,0.314562702,1.11011E+11,3234125254,3545661463,5246523576,101100011,134.7
female,40.64383562,science,french,6,0,-0.590539089,22.6,-0.596190895,19.1,0.632811582,33.3,0.959096174,22.3,1.678303867,11.2,0.416696328,1.10101E+11,3411125343,6335163245,2546329581,110100011,108.5
male,34.91780822,0,french,2,4,0.108783204,8.3,-0.179909136,10.9,1.823189941,12.5,1.871296863,6.1,2.054701956,6.9,1.135612566,11011001100,3241523412,5342624351,8524169732,11001100,44.7
male,41.92876712,science,french,7,0,-2.585232015,17.7,1.336502127,9.4,-2.520805596,35.6,0.861553884,18.7,1.230007422,20.3,-0.335594835,1011101010,4445555233,4652231553,4221953268,101011001,101.7
male,24.89315068,science,french,4,0,-0.693076878,8.5,1.336502127,5.6,-7.823521473,7.3,-11.37692329,6.8,-15.15284495,4.5,-6.741972894,1.11111E+11,2344444444,5555555555,5555555555,1011101,32.7
female,69.82465753,humanities,french,6,5,-2.429624051,24.4,0.20659518,35.1,0.729296225,17.8,0.154844425,18.2,2.244683152,19.6,0.181158986,1.001E+11,3415223334,3451623162,4385169274,100111010,115.1
female,35.73972603,0,french,3,5,-3.531128974,21.9,-3.040965737,11.8,-9.982032341,15.2,-0.832151046,7.5,1.04503449,13.1,-3.268248721,10101010101,5555555555,5465664565,8699423147,0,69.5
male,64.75890411,science,french,7,0,-0.635883352,29,-3.040965737,0.5,1.260768763,34.2,1.436406447,34.5,-15.15284495,35.6,-3.226503767,1.0011E+11,4241543211,5262413521,5555555555,111111111,133.8
male,35.49041096,science,french,4,4,2.922938148,8.6,-0.956960541,8.5,1.672537094,9.6,1.442348771,8.2,1.356264005,14.5,1.287425496,1111000011,3512441534,5214432536,5354816973,101101011,49.4
female,37.24931507,science,french,4,0,1.907453695,13,0.35618483,14.5,-1.775183959,14.9,0.176282893,10.6,1.209951394,11.7,0.374937771,1011100101,2454541222,2635324414,5626389645,110010101,64.7
female,32.14520548,science,french,7,0,-0.5696493,9.2,-1.126483048,15.6,0.859845913,10.2,0.518788234,7.5,0.390841043,11.7,0.014668568,1001110111,2343455123,1542456633,8577395224,100000010,54.2
female,29.48767123,other,french,5,2,0.087033171,6.9,0.35618483,17,0.505078853,22.9,1.24811221,11.8,0.347443795,9,0.508770572,11100010010,4455341213,4146213452,8875469641,11010101,67.6
female,23.05753425,humanities,french,6,0,-0.693076878,26.3,-0.688451355,28.3,1.308672111,26.3,1.292854562,35,-0.122192814,15.3,0.219561125,1.11111E+11,3545523154,3256613445,5998742544,110001000,131.2
male,33.52054795,science,french,4,0,-0.251212237,15.1,-0.596190895,6.4,0.748956123,13.9,0.728741728,7.7,1.391660859,7.1,0.404391115,1.11101E+11,2143522243,5132643435,5398641575,100101011,50.2
female,26.98082192,0,french,3,0,0.345809681,11.9,-3.040965737,25.2,-8.169085689,12.9,1.073091455,20.5,1.771226882,17.1,-1.603984681,1.11011E+11,1211111111,5264112643,5263496587,0,87.6
male,36.76164384,science,french,6,0,1.19276816,21.6,0.145914825,8.8,1.106988293,26.4,1.339081318,9.9,1.492479455,10.6,1.05544641,11101000110,2441522344,5325641562,5412658736,11100101,77.3
male,36.76164384,science,french,6,0,1.19276816,21.6,0.145914825,8.8,1.106988293,26.4,1.339081318,9.9,1.492479455,10.6,1.05544641,11101000110,2441522344,5325641562,5412658736,11100101,77.3
male,36.76164384,science,french,6,0,1.19276816,21.6,0.145914825,8.8,1.106988293,26.4,1.339081318,9.9,1.492479455,10.6,1.05544641,11101000110,2441522344,5325641562,5412658736,11100101,77.3
female,28.88493151,other,french,6,0,0.467207985,20.9,-0.596190895,16.7,1.732846234,25.8,1.162719587,30.4,1.388349119,14.7,0.830986406,1100010011,2554132245,5253163256,8663172496,1101110,108.5
male,44.03013699,science,french,6,0,0.517184144,12,1.543792939,27.4,-1.562009317,11.3,1.079961508,19.9,1.514432676,17.8,0.61867239,1101110110,3143354545,5526112546,7561524936,11010011,88.4
female,42.63287671,other,french,5,5,0.374697463,15.4,-3.040965737,9.5,1.999093406,15.7,0.909471715,13.8,1.336815676,9.6,0.315822505,1001110100,3423154321,1552635446,5625413698,0,64
female,42.66027397,science,french,6,0,0.64551536,17.1,1.336502127,7.2,2.018016608,21.7,1.576650477,12.8,0.748003316,9.1,1.264937578,11000011010,5123244531,3241456223,5628717457,1011101,67.9
male,42.65205479,science,french,4,0,0.972396797,29.8,1.821416993,18.1,1.022499883,39.5,1.699986524,35.3,1.454312297,20.2,1.394122499,11001011000,2313521445,4262516354,5674289915,10110101,142.9
female,28.02739726,humanities,french,6,3,0.317797423,11.7,1.821416993,14.5,1.149639428,17.2,1.235221527,14.5,1.331832094,11.8,1.171181493,10001101110,2315213431,2544163242,5417853148,100011110,69.7
female,43.77808219,0,french,3,0,0.108783204,21.9,-3.040965737,12.4,0.796831889,25.3,1.325325303,8.4,1.251053351,10.1,0.088205602,10010110111,5425134251,2613514613,5391792859,0,78.1
male,29.23013699,other,french,6,0,-1.482841831,16.1,1.821416993,22.2,0.746482882,15.1,-0.882454137,14.5,-0.095662615,7.5,0.021388259,1.00001E+11,2322155431,5565411152,8625366545,10100101,75.4
female,41.02739726,other,french,5,1,-0.251212237,69.2,1.821416993,18.7,0.296897358,31,0.779617316,24.2,-15.15284495,23.3,-2.501225105,1100110011,4351525333,5654216546,6666666666,10011101,166.4
male,42.50410959,science,french,6,0,-0.079699721,22.3,-3.040965737,16,-7.937874665,26.9,0.817128947,26,1.351346642,15.5,-1.778012907,1011011101,3333333355,1533122451,1625894773,0,106.7
male,10.90684932,0,french,1,1,0.918008535,13.3,-0.956960541,13.7,1.409915307,21.6,0.432505148,9.6,1.403374934,12.5,0.641368677,11010011101,3412352433,2366541145,5896324418,10010100,70.7
male,43.94520548,science,french,7,1,-1.279037779,19.2,-3.040965737,6.3,1.785252811,24.5,1.427540205,9.5,2.244683152,6.1,0.227494531,11010001010,3425431235,3512642651,5341876925,0,65.6
female,13.25753425,0,french,2,0,1.19276816,15.9,1.336502127,18.5,0.809718868,24.1,0.455778724,17.8,-0.119600106,9.5,0.735033555,11000011101,2432315431,3545561223,1444569873,11101000,85.8
female,19.74520548,science,french,4,2,0.918008535,7,1.821416993,37.7,1.697338515,15.8,2.552403477,8.6,-15.15284495,8.8,-1.632735487,10100001111,5542132543,4235163254,8888888888,101001010,77.9
female,46.26849315,other,french,4,0,0.201293726,11.7,0.145914825,10.7,1.697338515,33.8,1.389758646,12.4,2.113637588,11,1.10958866,11011001110,4352412355,1522642163,4652389745,101001110,79.6
male,53.29863014,science,french,6,0,0.238520252,16.1,0.35618483,18.2,1.692341555,17.1,1.804080883,14.8,1.549572947,13.7,1.128140093,1000110110,1352413254,2411635264,8641323957,1101010,79.9
female,52.74246575,other,french,4,3,0.374697463,12.1,1.821416993,22,1.405877286,17.4,1.583223475,7.2,0.597611579,12,1.156565359,1011010001,4331523341,5124365246,5456298873,10011101,70.7
female,61.70410959,science,german,6,2,0.331697441,17.9,0.35618483,9.9,0.980692741,23,0.056736265,17.4,-0.632567652,10.1,0.218548725,1011101011,4425433125,4143622213,5442955322,11010101,78.3
male,45.49315068,other,french,4,4,1.435280313,23.5,1.452177581,18.1,1.025536364,23.5,0.901370105,18.2,1.218938499,11.8,1.206660573,11110011000,3441234543,5246254161,8415629985,111010010,95.1
female,37.72328767,science,french,5,0,-1.616294023,19.5,-0.956960541,12.6,0.009553865,18.1,1.839261591,10.2,1.414101655,8.7,0.13793251,1.0001E+11,3443251333,1521463541,5896325745,1010010,69.1
female,52.44931507,humanities,french,4,5,-1.264208577,23.4,0.068744507,16.3,1.81224127,17,0.671072549,10.6,1.442070424,8.7,0.545984035,1.0101E+11,4423154321,5564332114,5621474569,10101010,76
female,28.3260274,science,french,5,3,-0.420979762,26.2,1.269405268,13.4,0.234652073,37.5,1.222449,30.2,1.557967299,7.5,0.772698776,1.1111E+11,5553215135,4124351256,8654397129,100001100,114.8
female,27.02739726,science,french,7,0,-1.283928445,14.4,0.20659518,9.6,1.374001737,15.8,1.703573328,11.9,0.972573078,10.7,0.594562976,1.101E+11,4345132143,5431632551,8537811964,101000110,62.4
female,40.41369863,other,french,4,2,0.142399046,12.4,-3.040965737,9.6,1.152976925,30.6,1.725290229,7.9,-15.15284495,6.4,-3.034628898,11111100,5241224315,5326541563,5555555555,0,66.9
male,37.75616438,science,french,6,0,-1.69615398,35.1,0.32143388,15,-9.982032341,23.4,0.861553884,16.1,-2.959107484,10.3,-2.690861208,10101011010,5555555555,3564631566,8588658556,101000101,99.9
female,23.74794521,0,french,3,0,-1.438529766,10.7,1.466399166,82.6,0.513366135,27.2,1.831366539,12.8,-0.039200108,12.4,0.466680393,1.01101E+11,3412544412,6245136234,4442687921,1110001,145.7
female,42.03013699,other,other,6,4,1.22902119,12.6,-2.438154003,25.8,1.596109264,23.5,2.469090631,11.4,-15.15284495,15.2,-2.459355575,1011000110,4231532244,2536415263,1111111111,111101111,88.5
female,37.57808219,other,french,7,5,-0.052377522,6.8,0.32143388,7.7,0.881523308,21.9,0.343113515,11.3,-0.087532459,15.3,0.281232144,1101111,1213254411,5542516614,5542289663,101000101,63
female,29.34246575,science,french,5,1,1.124267658,10.2,-0.956960541,18.4,0.46639607,22.2,-0.04211797,17.5,0.092285982,11.8,0.13677424,110000111,2421235544,2522344523,5264523629,1010010,80.1
male,16.99452055,0,french,3,0,1.764967014,10.2,1.821416993,33.9,1.476226748,12.9,0.865484699,10.8,2.143107142,11.8,1.614240519,1011001011,3523412451,2615624342,1528634719,10011101,79.6
male,22.88493151,0,french,3,0,0.238520252,8.7,-0.596190895,16,0.702724117,22.4,1.64726373,6,-7.238689615,8.1,-1.049274482,1010111001,3235313245,2352165341,5555553268,100011001,61.2
female,33.33424658,other,french,6,0,0.404517268,9.7,-0.678035429,25.1,1.515013786,22.9,1.36137736,21.2,1.410473061,12.5,0.802669209,1.1101E+11,5234253142,3125542623,5347126863,110110011,91.4
female,27.53424658,science,french,6,0,-0.635883352,11.9,-3.040965737,11.7,1.633781065,19.7,2.080711046,12.7,0.850503767,14.7,0.177629358,1.0011E+11,3241523513,4625513642,5246584591,0,70.7
female,42.4739726,science,french,4,3,-0.123515212,26.9,-0.596190895,19.7,0.812311129,26.5,1.442348771,21.1,-15.15284495,6.6,-2.723578232,1011010010,5341213214,5231244613,4444444444,1110100,100.8
female,29.56438356,science,french,7,0,-0.369969093,12.2,-3.040965737,8.1,1.059397508,17.7,1.089174586,11.5,1.57474468,10.2,0.062476389,1.11001E+11,2321432541,2414532513,5426158369,0,59.7
female,31.45479452,other,french,4,3,0.517184144,12.9,-3.040965737,22.7,0.909120156,61,2.123737643,38.1,-15.15284495,40.8,-2.92875375,110011101,1342421435,2561345621,5555555555,0,175.5
male,23.12328767,science,french,5,4,-0.014644373,21.5,0.20659518,24.7,-0.039574842,57,0.538883034,16.4,1.297264883,11,0.397704776,11001001,2514141253,5226441633,6542897741,11110010,130.6
male,15.46575342,0,french,2,3,-0.693076878,59.8,-0.791814807,28.2,0.626015879,33.1,1.10778552,21.1,1.213965485,8.3,0.29257504,1.11111E+11,5534325531,1146353125,5415697543,10110000,150.5
female,46.89041096,science,french,7,0,0.404517268,66.9,-3.040965737,14.9,0.79171143,18.4,-1.428238172,25.6,-1.706064947,31.5,-0.995808032,1.1101E+11,5314145532,6664563131,7957576866,0,157.3
