sex,age,field,language,education,paranormal,toss.K,toss.RT,grid.K,grid.RT,guess.K,guess.RT,roll.K,roll.RT,spot.K,spot.RT,K,toss,guess,roll,spot,grid,RT
female,36.64931507,science,french,5,0,0.331697441,25.6,1.821416993,25.6,2.208774394,20.5,1.51570639,12.3,1.174516391,12.2,1.410422322,1010001011,3514215234,5365142534,6438751859,10001101,96.2
female,58.17260274,humanities,french,4,4,-0.402179104,29.9,0.089538752,17,1.119968432,39.9,0.931997117,47.9,0.401149418,36.9,0.428094923,1110001010,2243215422,5336132545,1458749966,110010111,171.6
male,NA,humanities,french,6,0,-0.48102254,14,-3.040965737,5.5,1.20753341,16,2.099670154,7.2,1.742176632,6.7,0.305478384,11010111010,4251423512,1234561234,5423658971,0,49.4
female,54.13150685,humanities,french,6,0,-4.415494561,38.3,1.336502127,33.4,1.434401055,29.2,1.583223475,25.2,1.062942459,21.2,0.200314911,0,3243125435,2653124216,5683784964,1011101,147.3
male,62.84657534,other,french,6,4,-0.693076878,35.1,-3.040965737,8,0.104304428,19.4,1.075377712,18.4,2.007577919,13,-0.109356511,1.11111E+11,4345143243,5136451324,5614398754,0,93.9
female,37.9369863,humanities,french,5,1,0.588321834,19.1,1.773448729,11.1,-0.708056072,19.3,1.330811424,16.7,1.297264883,12.1,0.85635816,11011001001,2333215533,5144322516,8567149963,110101100,78.3
male,67.10410959,other,french,5,5,-3.531128974,23.9,1.336502127,28.9,1.779919421,44.4,0.790765159,21.1,1.925838252,12.9,0.460379197,10101010101,3142541325,1565341145,5942675831,101110100,131.2
male,67.61369863,other,french,5,5,-0.140475941,25.7,0.145914825,35.7,1.90242921,34.5,1.509443579,22,1.742176632,26.1,1.031897661,1010011011,4233511423,2532661425,4286147935,1110010,144
female,77.50958904,humanities,french,5,0,1.060495216,85.7,0.089538752,72.5,0.989542799,52.6,1.664617291,65.5,0.77268743,46.5,0.915376298,11110001101,2433153145,3261456134,8462964811,100101000,322.8
male,33.6,other,french,4,1,-0.189567147,16.4,1.821416993,21.8,0.671982084,20.8,1.478544909,14,-15.15284495,12.5,-2.274093623,1.10111E+11,1454314523,2254164521,4444444444,10100101,85.5
female,18.60821918,0,french,3,2,1.58550205,4.9,0.446237926,9.3,1.839781679,15,1.490822283,6.7,2.143107142,9.9,1.501090216,1100000111,3321453241,5236611243,5473268914,1001101,45.8
female,49.77260274,other,other,5,5,-0.693076878,8.8,-3.040965737,19.5,1.999093406,25.9,1.654179243,15.9,-15.15284495,6.1,-3.046722984,1.11111E+11,2153425143,6432511664,5555555555,0,76.2
female,53.65205479,humanities,french,4,5,-4.415494561,19,-3.040965737,19.8,1.992844304,28.4,1.219908483,20.7,1.391660859,16.5,-0.57040933,0,3421532435,2645415365,5624198535,0,104.4
female,8.030136986,0,french,1,0,-0.420979762,24,1.269405268,52.3,1.515013786,53.1,2.007353428,40.3,-15.15284495,21.9,-2.156410447,1.1111E+11,5223514321,5136246115,5555555555,101000010,191.6
female,63.85205479,humanities,french,4,3,-4.415494561,16.7,-0.265943141,29.7,-8.169085689,17.7,1.401275016,11.5,0.674395028,14.3,-2.154970669,0,2322222222,5251634525,8249876186,10110010,89.9
female,30.60821918,humanities,french,6,0,-4.415494561,19.4,0.35618483,10.7,1.142989148,18.5,1.920774472,13.4,0.31961642,8.2,-0.135185938,0,4345232134,5364251234,8626695874,101011100,70.2
male,28.69863014,science,french,6,0,1.030186475,20.4,1.773448729,19.7,-1.354566161,25.1,1.475492393,28.6,1.925838252,11.7,0.970079938,101101110,2243541111,5243264315,6475293185,110101100,105.5
female,20.72876712,humanities,french,4,1,0.771756741,10.8,-0.596190895,16.9,1.890819836,21,1.773537787,10.2,1.449211203,12.2,1.057826935,11000001100,2411352431,5613524661,8617435965,11100110,71.1
female,58.93150685,0,french,3,5,-1.616294023,25.5,0.35618483,11.2,1.968133903,28.9,1.436406447,14.7,1.778022105,19.3,0.784490652,1.0001E+11,4123554231,5363142534,5694853261,10101100,99.6
female,51.72328767,0,french,3,0,-0.702274305,32.4,1.821416993,30.8,1.484750062,26.2,0.948611,22.8,1.521916405,21,1.014884031,110100010,2311355412,5625136144,8536982657,110011100,133.2
female,15.35890411,0,french,2,0,0.727732527,5.1,-0.596190895,19.3,1.426189572,9.5,1.650717197,5.9,1.988928063,8.4,1.039475293,10101111001,4254312342,5321632456,5264378569,11001110,48.2
male,39.29041096,science,french,6,4,-0.553666186,11.4,0.35618483,12.8,0.160685274,16.8,0.725177856,10.3,0.717520686,10.3,0.281180492,1110111010,4423414232,2254212653,5283757154,11010101,61.6
female,20.90410959,other,french,4,3,-1.172615508,10.2,1.821416993,67,1.9318982,15.5,1.875353555,12,-15.15284495,11.2,-2.139358343,1.01011E+11,1254342513,1566243152,4444444444,11100001,115.9
male,57.26575342,other,french,4,1,0.374697463,18.2,0.089538752,26.7,1.748355186,31.7,0.591233649,21.8,1.807239669,18.1,0.922212944,1011100100,2451231435,4311264526,4621876492,1101000,116.5
male,66.87671233,science,french,6,1,1.030186475,19.8,-3.040965737,52,1.275327598,24.7,1.059452133,9.3,0.765771452,8.7,0.217954384,101101110,4254415234,5162245214,5264558962,0,114.5
male,72.60547945,science,french,7,1,1.907453695,21.5,0.145914825,29.6,1.455151528,22.7,1.378336672,19.1,1.385308571,16.3,1.254433058,1011100101,2321452351,4354612413,4628964718,110001101,109.2
male,29.78356164,science,french,6,0,1.764967014,7.5,-0.142574845,5.5,0.851806014,12.7,1.531487679,9.8,-0.495836877,7.8,0.701969797,1011001011,4311233455,4522611534,8562414777,11011100,43.3
female,59.57808219,science,french,5,0,0.74948256,17.5,-3.040965737,12.9,-0.020137899,23.7,0.78518009,15.5,1.999894425,10.6,0.094690688,1010011001,4345122244,2351462625,1269854237,0,80.2
male,37.27671233,humanities,french,4,0,-0.414755268,12.4,-0.956960541,15.7,1.908271645,18.3,2.099670154,7,-7.238689615,10.1,-0.920492725,1011011011,3542314523,2514326514,5555558632,101101011,63.5
female,18,0,french,3,0,0.374697463,10.4,1.821416993,27.6,-0.324271642,11.5,1.53785058,18.2,1.645922953,11,1.011123269,1001110100,3545523111,1353426152,2463986143,10001101,78.7
female,52.44657534,humanities,french,6,3,0.972396797,18.1,-0.490516869,16,-0.092286522,20.2,0.948611,15,0.82382125,13.6,0.432405131,1011110110,1332353513,2243516621,5285649722,11001101,82.9
female,19.63561644,other,french,4,0,0.706482538,14.2,-3.040965737,14.9,1.081397422,22.9,0.546689626,12,0.915198704,10.2,0.04176051,11001110011,2414523153,5136516421,9537195249,0,74.2
female,17.42465753,0,french,3,5,-0.526397725,10.6,1.821416993,17.1,0.911911202,8,0.324300673,-54.9,1.627587136,8.2,0.831763656,1.00101E+11,4254312314,1523244542,5486295172,100001110,-11
female,17.13150685,0,french,3,2,0.517184144,22.1,1.036960055,15.1,0.835868798,25,1.36137736,31.5,-0.530423823,18.9,0.644193307,1011101100,2443251135,5232664521,4426428754,1010101,112.6
female,35.02465753,science,french,7,0,-0.520846154,9.8,-0.956960541,8.4,-9.982032341,10.4,1.773537787,12.4,0.867039355,12.6,-1.763852379,1101000,3333333333,5265134261,8158747162,11101101,53.6
male,17.46575342,0,french,3,0,-1.527003245,17.9,-0.179909136,17.5,1.301190542,30.1,-0.278450756,31.3,0.159303587,14.7,-0.104973802,1.01001E+11,3543125421,1622444533,9867546759,11001100,111.5
female,29.52328767,science,french,7,3,0.317797423,6.4,0.35618483,10,1.20059175,17.6,1.800226183,10.6,2.244683152,10.3,1.183896668,1100110000,3214521432,1532461256,1752496381,10001110,54.9
female,26.40547945,science,french,6,0,0.331697441,10.8,0.35618483,17.9,0.870640994,16.3,1.487742783,15,1.92434031,9,0.994121272,1001110110,4354231235,5243212634,5423685741,1110101,69
male,21.57260274,science,french,5,5,0.64551536,9.9,0.446237926,10.8,1.193685689,21.3,0.137227592,10.2,1.448935947,15.4,0.774320503,10001100101,1235425142,5322414466,5668793215,111000100,67.6
female,63.31780822,0,french,0,0,-0.693076878,16.5,0.068744507,37.9,1.050077892,84.4,2.153178307,45.8,-15.15284495,11.6,-2.514784225,1.11111E+11,1224152331,5314263125,5555555555,10101010,196.2
male,28.47671233,science,french,7,0,1.390181916,7.9,1.773448729,20,1.246365641,11.6,0.049046603,12.2,2.054701956,11.3,1.302748969,1011100010,3244124523,5455216263,5426987132,11010001,63
female,30.68493151,other,french,6,4,-1.083140568,11.4,0.068744507,17.3,1.090937101,19.2,1.851188679,9.2,-10.90759827,9.1,-1.79597371,10010110101,4231125445,1526431536,5575555555,101010101,66.2
male,18.19178082,0,french,3,3,-1.664386806,29.7,-0.678035429,38.8,1.610112986,36.7,0.316315133,30.2,1.690322041,17.3,0.254865585,10111111111,5142352421,5266111253,4268518973,11111100,152.7
male,19.7890411,science,french,4,0,1.19276816,16.2,-3.040965737,16.6,1.149639428,14.4,0.861553884,8.4,-15.15284495,10.3,-2.997969844,11000101110,5341153243,6623511644,5555555555,0,65.9
male,47.85479452,other,french,4,2,0.972396797,13.4,0.35618483,17.1,1.682402919,15.5,2.123737643,9.6,1.92434031,13.7,1.4118125,1011011001,3243154253,5341623651,8546273956,10101001,69.3
male,18.38630137,0,french,3,4,0.108783204,8.6,0.568657951,3.9,0.026819218,8.8,1.202253386,6.8,2.113637588,10.5,0.80403027,1.00011E+11,4233451112,2655411324,5297148562,111110100,38.6
male,33.43013699,0,french,2,5,-0.097475919,23.2,-3.040965737,8.6,0.741549986,9.3,1.409975188,9.2,-0.906727502,15.3,-0.378728797,1.01111E+11,2441522312,1664253145,1572141514,0,65.6
female,18.42739726,0,french,3,0,1.907453695,11.9,-2.023993528,3.8,2.137504904,9.6,0.897336896,9.8,-15.15284495,10,-2.446908598,1011100101,4253143251,5563124413,5555555555,111111101,45.1
female,33.69041096,humanities,french,6,4,0.014702021,18.9,1.336502127,12.6,1.20059175,15.7,1.274256935,9.2,-15.15284495,7.9,-2.265358424,11101001010,5234123452,2661423541,6666666666,10001011,64.3
male,30.68219178,0,french,3,0,0.685710118,19.6,1.336502127,16.1,0.542779952,39,0.158394676,32,1.259796114,21.6,0.796636597,111001010,5121141254,5343254433,1576419255,101011001,128.3
male,4.002739726,other,other,7,5,-0.693076878,16.9,-3.040965737,8.5,-9.982032341,6.3,0.518788234,8.6,1.413563548,18.8,-2.356744635,1.11111E+11,2222222222,6661243521,5341876223,0,59.1
female,19.75068493,0,french,3,5,-0.251212237,15,0.35618483,26.8,1.362240273,19.6,-1.098381349,10.7,-15.15284495,8.2,-2.956802688,1.11101E+11,1432543155,4564546564,8888888888,110001010,80.3
male,28.62739726,0,german,2,0,-0.873085407,6.1,-0.252960072,35.9,0.474447986,11.7,1.924978014,11.6,0.146803514,11.2,0.284036807,11000010,3132314513,5452362154,7464485149,101010,76.5
female,78.64383562,humanities,english,6,0,-0.079699721,68.7,-3.040965737,20.7,1.962026505,30.7,1.835308474,23.3,1.423278243,22.9,0.419989553,110101000,2435144123,6452312536,6523987147,0,166.3
female,33.95342466,humanities,french,4,4,-0.759925309,11.8,1.821416993,6.1,0.564190245,19.5,0.905415023,5.9,2.244683152,9,0.955156021,1010111010,3215213352,5436524152,8467152938,1100011,52.3
female,38.62739726,other,french,4,4,-0.5696493,22.7,-3.040965737,9.2,1.484750062,19.2,1.586521637,7.5,1.456385112,8.9,0.183408355,1001100110,4351132454,4521654412,8423948712,0,67.5
male,32.21643836,humanities,french,6,0,1.060495216,16.8,0.35618483,22,-9.982032341,17.7,1.057191836,27.6,0.696822501,19.4,-1.362267592,1011101001,1111111111,3511436552,5315682997,11100010,103.5
male,43.6739726,other,french,6,3,-0.693076878,18.9,-1.932211616,23.8,1.193685689,16.3,1.859197166,8.1,0.915198704,8.1,0.268558613,1.11111E+11,1251154321,1532462543,5874158695,110111111,75.2
female,46.29863014,0,french,0,0,-2.321899973,10.1,-3.040965737,10.9,1.442662916,9,1.747350948,6.5,1.456661698,7,-0.14323803,10101010010,4432125543,5523641254,8562394558,0,43.5
female,41.75616438,other,french,4,0,-0.205368109,17.4,-3.040965737,8.9,1.467757041,11.4,2.513331583,10.6,1.661633824,59.6,0.47927772,10111100010,3452134532,1645325614,1489632789,0,107.9
male,59.68219178,0,french,3,1,-2.921637281,17.6,0.010229046,11.3,0.928780054,28.6,0.232617238,11.3,2.073961189,12.7,0.064790049,100000,1254321555,1642111453,8517329586,10010110,81.5
male,27.99178082,science,french,6,0,-4.415494561,17.7,0.35618483,12.9,-9.982032341,17.5,-0.298228859,21.1,1.408728993,12.5,-2.586168387,0,3333333333,3423551451,4866591378,101011100,81.7
female,40.13150685,0,french,3,5,0.404517268,20.4,-3.040965737,9.6,1.563989331,19.4,0.620639797,14.4,2.143107142,8.2,0.33825756,1.1101E+11,5431223351,6123566614,1234567892,0,72
male,48.63561644,science,french,7,0,-0.526397725,23.1,0.20659518,16.9,0.827970364,37.4,1.754782821,11.4,2.143107142,8.1,0.881211557,1.00101E+11,1124352543,5236144326,8542617935,11110010,96.9
male,40.59452055,humanities,french,4,0,0.374697463,11.6,1.773448729,8.2,0.258517896,13.6,-1.288654738,10.6,1.492054875,9.3,0.522012845,1001110100,3541251211,5326416161,4625873985,100101110,53.3
male,34.63835616,science,french,6,1,1.060495216,14.9,-1.210243675,26.5,0.873353339,39.7,0.869426634,27.6,1.120168998,18.9,0.542640102,11010001011,3534154421,1136341542,5961639582,1010,127.6
male,43.55068493,humanities,french,6,0,1.00084008,11.2,0.35618483,37.3,1.554951183,21.3,1.375495748,24.3,2.143107142,12.6,1.286115797,11000101001,4315524315,2364421345,5874123698,10101001,106.7
female,48.93150685,humanities,french,4,2,-4.415494561,36.8,0.068744507,12.5,-5.098567753,23.6,2.099670154,22.5,-15.15284495,17.6,-4.499698522,0,1222221111,6143256143,5555555555,10101010,113
male,44.23835616,science,french,6,0,-1.402771782,15.4,-0.956960541,9.6,1.937870179,16.1,2.066659099,7.6,1.925838252,9.7,0.714127041,1010101101,3543212345,2513632415,5629715834,11100111,58.4
male,20.0739726,humanities,french,4,2,-0.43940563,24.4,0.35618483,18.8,0.555585238,24.2,2.355640486,15.1,-0.089161913,13.9,0.547768602,11101010010,3531424215,3516423561,5666248957,10101100,96.4
male,25.31232877,science,spanish,4,1,0.076347112,11.2,1.036960055,4.7,1.38190017,17.1,1.916583573,7.2,2.066146633,8.3,1.295587509,11011100110,3132453231,5624513562,5412698514,101010001,48.5
female,28.51780822,humanities,french,6,2,0.374697463,20.8,0.35618483,33.9,1.489032034,32.1,1.136176443,26.9,1.524515389,22.5,0.976121232,1011010001,2423451243,2135526346,5374865974,100101010,136.2
female,31.15342466,science,french,5,3,-1.283928445,14.1,0.35618483,23.5,1.225045738,20,0.855678375,25.8,1.251537765,21.2,0.480903653,1.101E+11,2421523314,5236411363,4285641687,10001110,104.6
male,29.69041096,science,french,6,1,0.108783204,13.9,0.010229046,4.9,1.20059175,13.1,1.685730922,21.6,1.526539845,14.6,0.906374954,11010010110,5212453315,5136245463,6714568432,1101101,68.1
female,50.31232877,0,french,3,3,0.389487119,23.8,0.20659518,24.4,1.614813441,22.2,1.696408927,17.3,2.244683152,12.1,1.230397564,1000111011,2412545132,5415265341,5298417635,101000011,99.8
female,49.75342466,0,french,3,1,-0.693076878,37.8,0.35618483,25.4,0.09361038,22.9,2.18833084,13.4,2.007577919,14,0.790525418,1.11111E+11,4214243214,5261425631,8563148975,110010101,113.5
female,31.72328767,science,french,6,0,-0.585360735,17.9,0.35618483,10.8,-9.982032341,14.7,0.923763871,12.2,0.218887568,31.6,-1.813711361,1010111011,2222222222,5131245652,8695523577,101110001,87.2
male,46.8739726,science,french,6,1,-0.123515212,12.9,1.336502127,41,1.393835366,18.3,1.372660604,10.1,1.925838252,17.7,1.181064227,1011010010,4231524315,5314256216,6428596173,101011001,100
female,39.83561644,humanities,french,5,0,-0.693076878,26.8,0.145914825,14,-3.259591551,29,-11.37692329,21.7,-15.15284495,14.9,-6.06730437,1.11111E+11,4224442222,5555555555,5555555555,11100101,106.4
male,32.20547945,science,french,5,0,0.374697463,6.8,-0.47314368,2.9,1.056283797,8.4,0.205390435,6.1,1.376091347,6.8,0.507863872,1011110101,2453223414,2346662125,8624175635,110100111,31
male,31.23287671,science,other,4,1,1.19276816,13.7,-0.984117278,14.7,0.639641753,36.2,1.33631923,16.1,0.473540325,9.8,0.531630438,1110011101,3451234512,5345624413,5682541134,11,90.5
male,37.36438356,science,french,7,5,-0.776964202,16.4,0.20659518,23.5,0.503014977,15.7,1.93766526,12.4,0.970349856,8,0.568132214,11101010111,4322511124,1234564326,4528531458,10111100,76
male,21.49041096,science,french,4,1,1.482692438,16.9,1.821416993,33,1.228575699,21,0.700482753,21,2.143107142,6.4,1.475255005,1101000110,4155221324,1424451625,4523678915,10100101,98.3
female,71.95616438,other,french,4,4,-0.693076878,28.9,0.35618483,58.5,-9.982032341,19.4,1.531487679,36.7,-15.15284495,13.7,-4.788056333,1.11111E+11,1111111111,4316255411,5555555555,10001110,157.2
male,33.15890411,0,french,3,4,-1.283928445,25.5,0.35618483,32,1.126505722,21.4,1.736276932,20.1,1.723820841,16.9,0.731771976,1.101E+11,2512325413,4214361523,6748961324,110001010,115.9
male,44.17260274,other,french,6,0,-0.301972727,12.3,0.189437849,10.6,1.573088549,10.3,1.126648386,6.3,1.496447836,12.9,0.816729979,11100100100,3544121335,1241365523,5631774856,100001010,52.4
male,79.45479452,0,other,1,0,-1.256703796,43.2,-0.984117278,23.4,-5.554720621,44.2,-11.37692329,12.6,-15.15284495,19.7,-6.865061989,1.11E+11,3335222222,3333333333,6666666666,1111111,143.1
male,45.33972603,science,french,7,0,-1.616294023,24,1.773448729,15.4,0.36587983,15.3,0.053435498,10.3,0.829434449,10.2,0.281180896,1.0001E+11,5354515253,4134265465,5541296397,111001010,75.2
male,31.9890411,science,french,4,4,-0.189567147,37.8,-3.040965737,26.7,2.144464501,26.8,1.145770098,17.6,1.335280554,13.6,0.278996454,1.10111E+11,3541231543,6456322315,6855237491,0,122.5
female,29.52328767,humanities,french,6,3,0.238520252,11.8,-3.040965737,9.7,-6.061145726,7.3,2.355640486,7.5,1.771226882,12,-0.947344769,11000101011,3333333245,2546312564,1487539728,0,48.3
male,54.03835616,science,french,6,0,-0.336596018,6.3,-0.252960072,9.2,0.859845913,9.6,0.674500528,11.4,-0.287585521,11.5,0.131440966,11010110000,4523325311,5215662214,5346665874,101010,48
female,23.45753425,humanities,french,6,0,0.665394272,22.6,1.336502127,25.6,1.896612013,23.5,1.739958501,15.3,0.966617995,24.7,1.321016982,1011001101,4512133245,3252416354,2625417849,100110101,111.7
male,40.02739726,science,french,6,0,0.331697441,12.1,1.773448729,8.9,0.206229486,22.9,1.350184746,14.3,0.977333425,10.8,0.927778765,1001110110,2351235521,1523425624,5245769136,10001111,69
male,43.6630137,science,french,5,0,1.19276816,7.3,-0.678035429,9.9,1.2356635,10.5,-0.253106241,9.1,0.486335738,9.9,0.396725145,10011101,3442231453,5222361443,4552385615,100100001,46.7
male,16.72876712,0,french,3,0,0.331697441,11.9,0.35618483,17.9,1.497637041,21.8,0.637248729,16,-15.15284495,10.1,-2.466015383,11001101100,3521445213,4364412526,2222222222,11100010,77.7
male,28.40273973,science,french,7,0,0.251269885,11.3,0.145914825,5.3,1.52819509,12.4,1.643818802,7.8,1.388349119,8.8,0.991509544,11101110011,3423125431,2635124352,5497628553,101100011,45.6
male,38.67671233,0,french,3,3,-0.39582627,10.1,1.336502127,16.1,-0.28579248,14.7,1.207274916,9.9,1.302889209,11.3,0.6330095,1010101110,3513351243,5422635431,5426617829,10001011,62.1
female,20.3890411,science,french,4,3,-0.251212237,11.7,-3.040965737,9.4,1.480481662,10.2,1.916583573,8.5,2.021266031,9.6,0.425230658,11010110010,3245413243,1536425516,5268743659,0,49.4
male,54.81369863,science,french,6,0,-0.258636645,10.1,1.336502127,28.3,1.290045548,8.9,1.339081318,8.9,2.007577919,9.1,1.142914053,1001111010,2345213214,1524251365,5238745962,110100010,65.3
female,18.7369863,0,french,3,0,1.060495216,9.5,1.821416993,13.5,-0.830675299,22,1.219908483,13.1,-7.493044823,8.3,-0.844379886,10111100011,3422343332,5245561354,5555558754,110001100,66.4
female,26.34520548,science,french,4,0,-0.590539089,11.6,0.35618483,11.3,2.116839346,14.9,1.475492393,9.5,1.925838252,9.6,1.056763147,1.10101E+11,2153432451,4253462341,1523689473,100011101,56.9
,32.2109589,0,other,0,NA,0.451132209,6.2,-0.791814807,4.5,1.146310183,10.2,0.777767982,4.2,1.074565222,10.6,0.531592158,11010011000,3421113524,1224535265,5687459332,101001111,35.7
male,49.84383562,0,french,2,0,-1.010668449,18.5,-2.438154003,39,-2.58602147,33.5,1.60313057,17.8,-15.15284495,7.3,-3.916911662,11001100110,2433333155,5132643654,5555555555,111101111,116.1
female,36.23287671,other,french,5,1,-0.301972727,8.7,0.145914825,51.9,1.32376111,28.2,0.051239323,35.1,1.925838252,8.9,0.628956156,1.0111E+11,4234152531,2513651353,5412896732,101100011,132.8
male,36.72876712,science,french,4,0,1.390181916,14.9,0.35618483,41.1,0.702724117,21,0.803884705,13.6,0.869875645,16.8,0.824570243,1011100111,2453132353,2325436325,5268653781,101010110,107.4
male,30.08767123,science,french,6,0,1.907453695,9,0.35618483,32.9,0.417133845,13.7,1.52831709,13.2,1.268343679,17.5,1.095486628,1011100101,1323513435,5462511634,5698126575,100011101,86.3
male,16.68219178,0,french,3,3,-1.402771782,22.9,-0.956960541,15.7,1.239221438,20.8,1.739958501,13.6,1.279649965,6.8,0.379819516,10010101011,2421335243,4156342661,1176234568,10010001,79.8
male,26.49589041,other,french,6,0,-0.014644373,18.1,0.35618483,19.8,1.541506688,22.1,0.942357559,14.1,2.244683152,12.4,1.014017571,1001101100,4212532431,2454166531,5439627185,10001110,86.5
male,43.51232877,science,english,7,0,0.097844215,27.7,1.036960055,26.6,-0.857222915,49.6,1.563596771,48.5,1.742176632,33.4,0.716670952,10011000100,3411222333,2532641543,5387654192,11101010,185.8
male,6.879452055,0,french,1,0,-0.114916696,61.5,-0.694560743,42.4,0.639641753,36.5,2.426211157,48.1,1.999894425,38.7,0.851253979,10110010101,1234512345,6541234561,5826397841,101000,227.2
male,45.70684932,0,french,3,0,-4.415494561,23.1,-3.040965737,12.2,0.639641753,15.9,1.378336672,8.4,-15.15284495,15.2,-4.118265365,0,2345123451,5362136523,5555555555,0,74.8
female,13.78082192,0,french,2,3,0.918008535,9.3,0.723053306,20.4,0.746482882,11.1,1.184819181,9,1.113064891,10.1,0.937085759,10001101001,2343351231,1525326412,4155872549,111100000,59.9
female,33.36986301,other,french,6,0,0.841993082,10.6,0.35618483,20.9,1.362240273,12.1,1.143365485,23.6,1.145972226,12.8,0.969951179,10001011001,4324152443,4652341451,5363195762,10100011,80
male,33.15068493,science,french,7,0,0.065783182,11.4,0.089538752,17.3,0.794269226,15.4,1.300901588,8.8,1.778022105,8.8,0.805702971,1101000011,3112452432,1545262153,8546987253,111010011,61.7
male,34.00547945,humanities,english,5,0,-0.189567147,17.6,1.821416993,13.2,-0.234305863,25.2,0.78518009,13.5,2.054701956,14.2,0.847485206,1001100100,5223523152,4335264611,4685712398,10100101,83.7
male,38.49863014,science,french,6,1,0.685710118,12.1,1.821416993,9.7,-1.489321737,19.3,2.114060708,11.8,2.072312735,9.5,1.040835763,1001100101,4314434445,3541623645,4683719562,101110010,62.4
male,33.67123288,science,french,5,4,0.213536737,6.6,0.781777371,4.4,1.541506688,10.8,2.085426695,4.4,0.076513878,8.2,0.939752274,10000111001,4325123521,1345632145,6214789589,100101,34.4
male,33.30958904,science,french,7,1,1.060495216,59.7,0.20659518,36.2,0.799399438,49.9,1.883502543,60.6,0.903549347,28.3,0.970708345,1011101001,4413534452,2366415342,3613785896,101000011,234.7
female,28.95890411,other,french,6,0,0.944802694,14,0.145914825,35.3,1.116711649,33.2,1.671619683,13.2,1.820832402,14.5,1.139976251,11010010111,2352415214,1523651422,5281347953,100011010,110.2
male,37.17260274,other,german,6,4,0.534461914,17,1.773448729,21.2,1.304926131,13.5,1.224994156,10.9,1.009828999,14.1,1.169531986,11000011001,2321445532,4153665462,5198562578,111001010,76.7
male,36.25479452,science,german,6,0,0.251269885,11.7,-0.47314368,16.3,1.034687107,20.9,1.037012471,10.1,1.001975798,14.2,0.570360316,11110010001,2345321225,4542362315,4233659745,11010000,73.2
female,29.20821918,humanities,french,6,0,-1.283928445,25,0.35618483,11,1.591473532,16.6,1.743649822,18.5,1.943548639,6.3,0.870185675,1.101E+11,3445132415,5316324365,8542315987,10101001,77.4
female,30.90136986,other,french,6,2,-4.415494561,5.6,0.145914825,14.3,1.484750062,15.5,1.518848382,12.4,-15.15284495,5.5,-3.283765249,0,4215523414,5351244635,5555555555,110001101,53.3
female,33.72876712,other,french,6,0,-3.531128974,20,0.446237926,20.7,2.223492344,21.5,2.355640486,7.7,1.742176632,14.6,0.647283683,10101010101,5423514325,6435214635,6432587915,111110,84.5
female,49.10958904,other,french,4,5,1.58550205,16,-3.040965737,9.6,0.998451403,19.8,-0.058439948,14.3,1.999894425,12.6,0.296888439,1111100010,3451123433,5425125626,8513274596,0,72.3
female,33.68493151,humanities,french,5,1,-1.283928445,44.1,1.336502127,21.7,1.001434082,22.9,1.352974483,26.7,1.52798751,13.9,0.786993951,1.101E+11,5244535432,3525413425,4873261468,1011101,129.3
female,18.54794521,0,french,3,1,-0.846067465,14,1.821416993,40.2,2.030781434,19.7,1.177413638,15,2.143107142,9.7,1.265330349,10001101101,3245215432,1135524162,1542638795,11100001,98.6
male,33.44657534,science,french,6,5,1.060495216,15.3,-1.210243675,13.5,0.321902728,17.4,0.454312682,11.9,2.113637588,4.9,0.548020908,10111100011,4554322335,1544326566,5436798514,10001000,63
female,40.88219178,humanities,french,6,3,-0.693076878,28.4,0.35618483,20.9,-9.982032341,22.3,1.100777259,40.7,-15.15284495,15.9,-4.874198417,1.11111E+11,1111111111,3614255423,2222222222,10101001,128.2
male,44.63835616,science,french,6,0,-1.095184175,40.1,0.20659518,50.4,1.545973289,20.3,1.028136817,19,1.756381682,11.6,0.688380559,10010100,5412345432,5313645526,6853498651,100111010,141.4
male,32.64383562,humanities,french,6,0,1.58550205,17.2,-3.040965737,22.2,0.206229486,26.8,1.62672076,25.5,2.072312735,11.4,0.489959859,1110100111,2133544254,6251343626,5321486739,0,103.1
male,29.60821918,humanities,french,6,2,1.124267658,8.7,0.145914825,9.7,1.370069824,10.1,0.523399842,7.2,0.467400922,8.2,0.726210614,1110100011,3421554531,5226336416,5456285617,11100101,43.9
male,50.79452055,0,french,3,0,-4.415494561,6,1.821416993,14.3,-0.128897528,20.4,0.50200839,10,-15.15284495,5.9,-3.474762332,0,2251432332,1523621114,5555555555,1110011,56.6
male,50.79452055,0,french,3,0,-4.415494561,6,1.821416993,14.3,-0.128897528,20.4,0.50200839,10,-15.15284495,5.9,-3.474762332,0,2251432332,1523621114,5555555555,1110011,56.6
female,39.78630137,other,french,6,2,-0.818235958,19.2,-0.252960072,9.4,1.004423382,18.2,1.929194274,13.2,1.441796436,17.9,0.660843612,1.10001E+11,1124315441,4423156214,1452786399,10100010,77.9
female,58.45205479,humanities,french,5,3,0.891969241,15.1,-0.596190895,14.8,1.260768763,19.7,0.817128947,15.9,1.557967299,11.1,0.786328671,101011011,2341245435,6625433145,5623587419,11101100,76.6
male,20.04383562,other,french,4,0,-0.414755268,16,0.35618483,26.3,0.340052316,26.6,1.355769816,22.4,1.175323261,9.2,0.562514991,1011011011,2431225322,3253614252,7251456395,100011101,100.5
male,21.3369863,humanities,spanish,5,0,0.014702021,6.8,0.20659518,14.9,1.823189941,14.3,1.586521637,10.2,1.86630319,8.8,1.099462394,1100010100,5324135243,5311342651,5268419278,11110010,55
